c,Year,Round,Player,Sets Won,Legs Won in Current Set,Legs,Order (1 or 2),Shot #,Shot Score,Total Score,Shot Type
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,3,19,303,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,1,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,2,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,3,60,301,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,1,19,284,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,2,60,224,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,3,20,204,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,1,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,2,20,221,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,3,51,170,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,1,60,144,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,2,60,84,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,3,20,64,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,1,60,110,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,2,60,50,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,3,25,25,I
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,1,16,48,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,2,8,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,12,2,3,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,1,5,20,S
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,2,20,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,1,2,12,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,2,57,424,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,3,19,405,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,57,284,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,57,227,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,1,20,385,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,2,20,365,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,3,20,345,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,20,207,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,19,188,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,54,134,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,1,5,340,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,2,60,280,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,3,20,260,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,20,114,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,20,94,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,18,76,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,1,60,200,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,2,20,180,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,3,20,160,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,20,56,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,48,8,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,0,8,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,1,20,140,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,2,60,80,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,13,2,3,60,20,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,1,8,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,2,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,0,13,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,3,9,412,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,3,60,321,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,1,60,352,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,2,60,292,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,3,60,232,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,1,60,261,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,2,20,241,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,3,18,223,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,1,60,172,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,2,60,112,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,3,60,52,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,1,57,166,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,2,19,147,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,3,57,90,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,1,12,40,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,2,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,14,1,3,0,20,MISS
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,1,18,72,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,2,36,36,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,1,14,2,3,36,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,57,424,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,7,417,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,3,57,404,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,20,397,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,20,377,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,18,359,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,1,20,384,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,2,19,365,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,3,54,311,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,7,352,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,20,332,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,19,313,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,1,60,251,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,2,20,231,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,3,20,211,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,20,293,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,57,236,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,19,217,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,1,20,191,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,2,19,172,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,3,19,153,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,20,197,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,57,140,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,57,83,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,1,20,133,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,2,20,113,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,15,2,3,60,53,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,1,51,32,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,2,0,32,MISS
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,1,2,15,1,3,32,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,3,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,3,20,401,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,2,19,322,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,3,18,304,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,1,20,381,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,2,60,321,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,3,20,301,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,1,60,244,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,2,60,184,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,3,60,124,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,1,20,281,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,2,19,262,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,3,54,208,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,1,20,104,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,2,54,50,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,3,10,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,1,60,148,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,2,60,88,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,16,2,3,60,28,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,1,0,40,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,2,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,16,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,3,19,442,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,3,51,370,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,1,60,382,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,2,60,322,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,3,19,303,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,1,60,310,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,2,20,290,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,3,60,230,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,1,19,284,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,2,60,224,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,3,60,164,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,1,60,170,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,2,3,167,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,3,60,107,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,1,20,144,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,2,19,125,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,3,25,100,I
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,1,19,88,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,2,16,72,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,17,2,3,16,56,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,1,60,40,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,2,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,0,17,1,3,20,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,3,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,3,20,441,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,2,20,321,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,3,20,301,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,1,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,2,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,3,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,1,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,2,20,221,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,3,60,161,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,1,19,322,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,2,60,262,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,3,60,202,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,1,1,160,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,2,60,100,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,3,60,40,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,1,20,182,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,2,7,175,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,18,2,3,19,156,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,1,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,2,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,18,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,2,1,440,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,3,60,380,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,3,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,1,60,320,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,2,60,260,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,3,60,200,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,2,19,322,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,3,18,304,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,1,60,140,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,2,60,80,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,3,48,32,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,1,20,284,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,2,19,265,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,19,2,3,18,247,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,1,32,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,2,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,1,19,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,2,15,426,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,3,15,411,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,2,19,462,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,3,18,444,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,1,20,391,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,2,20,371,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,3,20,351,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,1,60,384,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,2,5,379,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,3,57,322,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,1,60,291,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,2,20,271,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,3,20,251,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,1,60,262,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,2,20,242,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,3,60,182,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,1,1,250,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,2,15,235,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,3,60,175,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,1,60,122,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,2,3,119,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,3,60,59,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,1,20,155,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,2,57,98,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,2,20,1,3,3,95,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,1,19,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,2,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,2,2,20,2,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,2,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,3,19,402,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,3,20,401,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,1,20,382,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,2,19,363,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,3,57,306,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,1,60,341,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,2,20,321,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,3,20,301,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,1,20,286,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,2,60,226,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,3,20,206,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,1,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,2,60,181,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,3,60,121,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,1,5,201,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,2,19,182,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,3,1,181,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,1,3,118,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,2,17,101,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,3,51,50,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,1,1,180,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,2,57,123,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,21,1,3,19,104,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,1,10,40,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,2,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,2,0,21,2,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,2,57,424,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,3,19,405,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,1,1,500,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,2,60,440,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,3,60,380,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,1,20,385,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,2,20,365,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,3,20,345,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,1,60,320,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,2,60,260,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,3,60,200,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,1,20,325,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,2,19,306,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,3,54,252,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,1,20,180,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,2,57,123,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,3,57,66,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,1,20,232,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,2,54,178,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,22,1,3,3,175,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,1,7,59,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,2,19,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,22,2,3,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,3,60,401,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,3,20,361,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,1,60,341,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,2,1,340,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,3,20,320,S
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,1,60,301,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,2,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,2,1,23,2,3,5,236,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,1,20,300,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,23,1,2,60,240,TR
